title,image_link,availability,category,sub_category,type
Hans Wegner Ap 62 Highback Lounge Chair In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_3ce8a103-36c1-45be-ba8e-754ec29cc72b.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs, Club Chairs"
Svend Skipper Highback Lounge Chair In Patinated Brown Leather,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_9ea7888a-88fa-4e4c-be67-ab6ec0d39a07.jpg,in_stock,Seating,"Chairs, Armchairs","Club Chairs, Arm Chairs, Accent Chairs"
Illum Wikkelsø Model 110 High Wingback Lounge Chair In Original Cognac Leather,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_8d0b3f40-b1dc-4c51-b2aa-4d9ac5048a01.jpg,in_stock,Seating,"Chairs, Armchairs","Club Chairs, Arm Chairs, Accent Chairs"
Pair Of 1960S Arne Jacobsen Egg Chairs For Fritz Hansen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_8232b460-3d5a-42dc-8511-c1dbd4adc12c.jpg,in_stock,Seating,"Chairs, Armchairs","Club Chairs, Arm Chairs, Accent Chairs"
Set Of Six Organic Teak Dining Chairs In Black Leather,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_11221e48-7d95-483d-968a-f80620f73d03.jpg,in_stock,Seating,Chairs,Dining Chairs
1960S Model 4669 Aga Television Set In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_ec480996-cff2-4912-850e-bdd696e6a113.jpg,in_stock,Decor,Decorative Accessories,Decorative Accents
Pair Of Atomic Teak Nightstands With Single Drawer,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_c728475c-4e2b-4beb-bdac-88a088cf8ce9.jpg,in_stock,Storage,Nightstands,
Atomic Danish Teak Nightstand With Cord Rack,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_02625e1e-5e45-4943-b1ba-2cb79278183d.jpg,out_of_stock,Storage,Nightstands,
Danish Modern Draw Leaf Dining Table In Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_8e7fb0c2-80ad-4c59-8e36-a73c42a47728.jpg,in_stock,Tables & Desks,Tables,Dining tables
Rare Wall Cabinet Bar In Rosewood By La Permanente Mobili Cantu,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_a5fc65cd-648d-47ea-862c-763a1d17f126.jpg,in_stock,Storage,"Storage & Display Cabinets, Bookcases & Shelving",
"Illum Wikkelsø ""Capella"" Loveseat In Rosewood + Black Leather",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_775d9b85-f915-4714-b2e8-d788a661b7e3.jpg,out_of_stock,Seating,Sofas,Loveseats
Pair Of Harald Relling Highback Lounge Chairs In Leather + Chrome,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_a1afeed6-a49d-4763-9639-3b32c79fc166.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs"
Danish Modern Solid Teak Framed Angular Wall Mirror,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_f7359813-c452-4fda-9419-339c7e76c0bc.jpg,in_stock,Decor,Mirrors,Wall Mirrors
Large Hamilton Credenza In Rosewood + Mahogany By Robert Heritage,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_8b8f5e7c-880d-44ed-b833-e7e62f68f384.jpg,in_stock,Storage,Sideboards & Credenzas,
Pair Of 1960S Swedish Modern Sun /  Lounge Chairs,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_35086184-72c0-41ba-bb5b-0670925772ff.jpg,in_stock,Seating,"Armchairs, Chaises & Daybeds",Arm Chairs
Small G Plan Fresco Credenza #4,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_88d8fb85-3f54-49e3-a0ad-354729aa6fa7.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Gorgeous Low Tambour Credenza In Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_5c89029b-d6a6-48b4-92be-c038f4d54413.jpg,in_stock,Storage,Sideboards & Credenzas,
1940S Swedish Modern Bar Cabinet By Ab Seffle,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_17f6976c-752a-48b0-9875-69f6f2918e59.jpg,in_stock,Storage,Storage & Display Cabinets,
Swedish Modern Inlaid Cabinet In Mahogany,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_5aa08157-63e9-4402-85f8-2e5dc36b1aff.jpg,in_stock,Storage,Storage & Display Cabinets,
V-Legged Danish Modern Vanity / Secretary In Teak + Oak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_5d0b89f8-9a57-446d-8188-511384f1ccfb.jpg,in_stock,"Storage, Tables & Desks","Dressers & Chests of Drawers, Desks","Vanity Desks, Secretary Desks"
Hanging Kls-6 Model 1970S Globe Speakers By Steffens + Hamer,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_74456c01-dfcc-4803-9e60-c4f54099732a.jpg,in_stock,Lighting,Ceiling & Wall Lamps,
Large Tambour Teak Credenza By Ib Kofod Larsen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_6064f15a-23ef-439c-a201-f06c9e5ee3e0.jpg,in_stock,Storage,Sideboards & Credenzas,
Circular Tile + Aluminum Coffee Table By Haslev,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_1db31845-ec1a-4c09-ad2e-0e08e79b09cc.jpg,in_stock,Tables & Desks,Tables,Coffee tables
Fritz Hansen Lufthavnsstolen Two Seat Sofa,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_e4a6a316-f68b-4543-a10c-23964a4d467e.jpg,in_stock,Seating,Sofas,"Sofas, Loveseats"
Set Of Five Kurt Olsen Model 223 Armchairs In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_4b170511-2d45-42da-a227-7773ede6c593.jpg,in_stock,Seating,Chairs,Dining Chairs
Torbjørn Afdal Lounge Chair In Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_28b5d2de-5cb0-44b8-921f-ca495a325b8a.jpg,out_of_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs, Club Chairs"
French Modern Low Sideboard In Beech And Maple,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_67e1ec93-e581-4ed1-9d71-94fcab77b52f.jpg,in_stock,Storage,Sideboards & Credenzas,
Danish Modern Coffee Table With Small Foldable Side Table,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_7e6b7a24-837e-4f92-b49e-bce60b50a911.jpg,in_stock,Tables & Desks,Tables,Coffee tables
Sold - Rare Kurt Østervig Freestanding Oak Hall Mirror With Drawer,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_23799155-a6f5-492d-85ab-de4de6120f78.jpg,out_of_stock,"Tables & Desks, Decor","Tables, Mirrors","Full Length & Floor Mirrors, Accent & Side tables"
De Sede Ds-2011 Loveseat In Caramel Leather,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_9cc6e874-3f4b-4e17-aea9-2c8017529e1e.jpg,in_stock,Seating,"Sofas, Armchairs","Club Chairs, Loveseats"
Danish Modern Teak Coffee Table By Brdr Furbo,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_19228995-fbd5-4668-92ca-59c5e30e305a.jpg,out_of_stock,Tables & Desks,Tables,Coffee tables
Set Of Eight 'Lis' Highback Dining Chairs In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_ecef8a85-b606-49f6-b6cd-3fddd6f3cc05.jpg,in_stock,Seating,Chairs,Dining Chairs
Alf Svensson Galaxy Swivel Armchair #2,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b59789d5-228c-458e-9a6d-eb663940632c.jpg,in_stock,Seating,"Chairs, Armchairs","Accent Chairs, Arm Chairs"
Rare Small Teak Tambour Credenza By Silkeborg,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_1e1c0213-718c-405e-941d-f4019a865558.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Lagardo Tackett Large Bisque Planter,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_4277a267-5258-4443-82c2-65d5ce21736b.jpg,in_stock,Decor,Decorative Accessories,Decorative Accents
Modern Bentwood Loveseat In Red Wool,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_be0ae5c5-e4ec-460e-87a5-02611535ecaa.jpg,in_stock,Seating,Sofas,Loveseats
Solid Teak Coffee Table By Tove + Edvard Kindt-Larsen #2,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_930aefc5-137b-43f4-ace3-131b8edb0690.jpg,in_stock,Tables & Desks,Tables,Coffee tables
Set Of Four Paolo Buffa Highback Chiavari Dining Chairs,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_652f6a72-1e8a-4eea-9021-1df35d111bee.jpg,in_stock,Seating,Chairs,Dining Chairs
Kai Lyngfeldt Larsen Lowback Lounge Chair In Rosewood + Black Leather #2,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_2ea1f154-6a2e-439f-87e5-c19064df60bd.jpg,in_stock,Seating,"Chairs, Armchairs","Club Chairs, Arm Chairs, Accent Chairs"
Danish Modern Three Legged Entry Chest In Teak + Oak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_c8946cdd-df7c-450a-bd84-b3ac15d130a1.jpg,in_stock,Storage,Trunks & Chests,
Model Hm 6-81 Teak Record Console By Herbert,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_4c78aace-aec5-4133-9008-55e499779e02.jpg,in_stock,Storage,Sideboards & Credenzas,
Teak Wall System By Silkeborg,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_f0ec8cd9-f314-4366-831c-13abdda27d62.jpg,in_stock,Storage,"Storage & Display Cabinets, Bookcases & Shelving",
Swedish Modern Mosaic Tile + Beech Coffee Table,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_3ca11b34-0df0-4b0d-9eb4-a7fd61afb0fb.jpg,in_stock,Tables & Desks,Tables,Coffee tables
Prototype Swivel Lounge Chair By Hans Erik Johansson,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_2af2a7ea-a8dc-4353-bd62-9c8b72dc5267.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Swivel Chairs, Accent Chairs"
Danish Modern Vanity Stool By Frode Holm,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_68d7a643-022a-49ab-9147-650a82498195.jpg,in_stock,Seating,Chairs,Accent Chairs
Danish Modern Teak Wall Cabinet With Cane Door + Light,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_2d650d50-2543-487c-b4e1-63b1638c4a02.jpg,in_stock,Storage,"Storage & Display Cabinets, Bookcases & Shelving",
Sold- Floating / Wall Mounted Teak Credenza By Silkeborg,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_496f9dd1-c324-468a-9574-d2b0e03992f7.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Danish Modern Wall System In Teak By Silkeborg,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_8f4dee2c-7341-4b97-a687-241f79d6d198.jpg,in_stock,Storage,"Storage & Display Cabinets, Bookcases & Shelving",
Grete Jalk Lounge Chair In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_18f5e8b4-66e1-46b0-b66e-dc40877eb05c.jpg,out_of_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs"
Set Of Six Model 107 Dining Chairs By Hans Olsen In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_fd23bae5-f3f9-45a8-a170-844e75eaba12.jpg,in_stock,Seating,Chairs,Dining Chairs
1960S Geometric Rya Rug In Red + Black,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_7847363a-20c0-4134-bcde-8001774feb1d.jpg,in_stock,Decor,Rugs & Carpets,Carpets
"Rare ""Bambi"" Lounge Chair In Teak + Cane",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_d8495bc2-0727-4ff7-a2c9-e6aeed12dfcb.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs"
Italian Modern Rosewood + Brass Vanity By Vittorio Dassi,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_56eb9217-7e76-4cb4-9010-05e7a7e44313.jpg,in_stock,"Storage, Tables & Desks","Dressers & Chests of Drawers, Desks",Vanity Desks
Executive Rosewood Writing Desk By Erik Riisager Hansen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_1909847d-573c-4064-9266-8032aceca32f.jpg,in_stock,Tables & Desks,Desks,Desks
Square Danish Modern Draw Leaf Dining Table In Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_4b2dbb44-eeae-40de-b5d0-16c1cf658dca.jpg,out_of_stock,Tables & Desks,Tables,Dining tables
"Set Of Nine ""Juliane"" Dining Chairs In Rosewood By Johannes Andersen",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_47c7c6f4-4f50-43f6-9ef3-0fbb4e8f5523.jpg,in_stock,Seating,Chairs,Dining Chairs
Illum Wikkelsø X-Leg Sofa,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_465512d7-67c6-41a2-8e70-1da2d741518e.jpg,in_stock,Seating,Sofas,Sofas
"Kirsti Rantanen ""Frierifarden"" Tapestry",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b1f567a0-ee81-47d2-a462-23662f269f5c.jpg,in_stock,Decor,Wall Art,Wall Decorative Accents
Arne Vodder Three Seat Sofa In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_ceddfe6d-8ad9-4753-991e-38aab6b37813.jpg,in_stock,Seating,Sofas,Sofas
Brazilian Rosewood Highboy Dresser By Svend Langkilde,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_4bdc4ab2-831a-4301-8e27-492ac6d60288.jpg,in_stock,Storage,Dressers & Chests of Drawers,
"""Premo"" Freestanding Corner Wall Unit In Teak",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_14121af2-7d5e-4bde-9277-a8880c0f0634.jpg,in_stock,Storage,Bookcases & Shelving,
"On Hold - ""Varie"" Teak Bar Cabinet By Arne Wahl Iversen #2",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_dc042086-c0ca-44bc-afdc-7fd74de13407.jpg,in_stock,Storage,Storage & Display Cabinets,
Large Teak Credenza By Henry Rosengren Hansen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_d718292f-98a4-44b7-bc65-02f60f32411a.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Fritz Hansen Lufthavnsstolen Three Seat Sofa,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_438dfea2-33eb-4641-9d66-ff4bf548a733.jpg,in_stock,Seating,Sofas,Sofas
Pair Of Arne Norell Sirocco Safari Chairs In Mahogany,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b7900531-cee0-4079-bbdd-6c7e3394c792.jpg,in_stock,Seating,"Chairs, Armchairs","Accent Chairs, Arm Chairs"
Mid Century Aluminum + Leather Desk Chair,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_6a68ecd2-bd95-425f-aaa2-c5416a1df6b2.jpg,in_stock,Seating,Chairs,"Office Chairs, Accent Chairs"
"Rare 63"" Round Solid Teak Dining Table By Cado",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_a4d71d4b-e6da-4fe8-9600-af1eaad3d423.jpg,in_stock,Tables & Desks,Tables,Dining tables
Space Age Ufo Table Lamp By Fog + Morup #3,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_aac728a7-c30e-44ef-a70f-26ee13e0e76a.jpg,in_stock,Lighting,"Table Lamps, Desk Lamps",
1960S Swedish Modern Narrow Teak Bookshelf,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_3f9e6e06-c2e9-40bf-9f5f-9770304af738.jpg,out_of_stock,Storage,Bookcases & Shelving,
Space Age Ufo Floor Lamp By Fog + Morup #3,https://midcenturymobler.com/cdn/shop/products/DA12202.jpg?v=1642632035,in_stock,Lighting,Floor Lamps,
Swedish Modern Bent Rosewood Sofa By Lindlofs Mobler,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_15ef95fe-729c-4a2f-bd57-0b7eef1b9d01.jpg,out_of_stock,Seating,Sofas,Sofas
1940S Swedish Modern Bar Cart In Stained Beech,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_2e1010c1-93c8-4872-ae16-25d760615183.jpg,in_stock,Storage,Bar Carts,
Sectional Corner Sofa By Svend Skipper,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_aed16537-d786-494c-9a46-e4b061e6cff4.jpg,in_stock,Seating,Sofas,"Sofas, Sectionals"
Hans Olsen Lounge Chair In Green Leather + Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b1e01638-c8bc-4245-99f7-df5be607c751.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Club Chairs, Accent Chairs"
Danish Modern Wall Mounted Rosewood + Cane Vanity,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_dd5f1bfb-5c1a-4585-b33f-955a34e02eae.jpg,in_stock,Tables & Desks,Desks,Vanity Desks
English Modern Gentlemans Chest In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_bcd4a72e-2cb7-426f-9a9b-921fdd5fcca5.jpg,in_stock,Storage,"Dressers & Chests of Drawers, Armoires & Wardrobes",
Model 166 Senator Lounge Chair By Ole Wanscher,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_6c43a032-43ea-48e7-87d9-9bee2304cb85.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs"
Large Axel Christiansen Teak Credenza,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_cde249f4-6b79-42d4-93d7-f0acbd228787.jpg,in_stock,Storage,Sideboards & Credenzas,
Three Seat Eva Sofa By Bruno Mathsson,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_fa60134a-a745-44b9-b750-3ff4b073107f.jpg,in_stock,Seating,Sofas,Sofas
"1950S Hairpin Floor Lamp In Red, White + Black",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_0c567127-da0c-4a00-b129-d121e33461eb.jpg,in_stock,Lighting,Floor Lamps,
Danish Modern Flip Top Gentlemans Chest / Vanity In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_64c8850f-c7ae-4f7d-a151-735fd503c01a.jpg,in_stock,"Storage, Tables & Desks","Dressers & Chests of Drawers, Desks",Vanity Desks
Mini Teak Credenza / Entry Chest By Omann Jun,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_f4cf36b8-97c7-4e3a-bda0-570e3adee48e.jpg,in_stock,Storage,Sideboards & Credenzas,
Small Rosewood Credenza By Kai Winding,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_9ba13c60-4946-4c33-8173-58ec06bdb64c.jpg,in_stock,Storage,Sideboards & Credenzas,
Large Danish Range Credenza By Ib Kofod Larsen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_9f76bff6-8166-4ed1-b324-8903031b8b9d.jpg,in_stock,Storage,Sideboards & Credenzas,
Swedish Modern Two Seat Sofa In Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_9e6e7122-4889-4bb7-ab36-8214546f57b1.jpg,in_stock,Seating,Sofas,"Sofas, Loveseats"
Space Age Pendant Lamp By Stilux,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_361294eb-8edc-4e05-99ef-347dba98d060.jpg,in_stock,Lighting,Ceiling & Wall Lamps,
Model 008 Five Piece Modular 1970S Sofa In Orange Striped Wool,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_8a86ae3c-c615-4f0a-b8b2-cda465fe43c3.jpg,out_of_stock,Seating,Sofas,Sofas
Danish Modern Six Drawer Teak Highboy Dresser By Tibergaard,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_77cdb368-2f8b-4612-bc72-8421144d78ed.jpg,in_stock,Storage,"Dressers & Chests of Drawers, Armoires & Wardrobes",
Long Teak Framed Wall Mirror,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b7aeb9c7-6a31-4dbd-baa7-1e6703731889.jpg,in_stock,Decor,Mirrors,"Wall Mirrors, Full Length & Floor Mirrors"
Set Of Six Model Se18 Folding Walnut Dining Chairs By Egon Eiermann,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_1cfcae9b-5b01-4169-8f6f-13abe644cb8a.jpg,in_stock,Seating,Chairs,Dining Chairs
Johannes Andersen Organic Modern Sofa In Striped Wool,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_e421e370-eead-4025-8b37-0ec91ab7b72b.jpg,out_of_stock,Seating,Sofas,Sofas
Danish Modern Sliding Door Teak Credenza With Keeler Edge,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_0743286d-758e-409e-a02a-8a943f868d46.jpg,in_stock,Storage,Sideboards & Credenzas,
Kurt Olsen For A. Andersen + Bohm Loveseat In Oak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_afd17899-35e4-43d2-80ea-0c2d9a382736.jpg,in_stock,Seating,Sofas,"Loveseats, Sofas"
Pair Of Rosewood + Rust Leather Lounge Chairs,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_21774852-3823-4dc2-961b-17426004f8cf.jpg,in_stock,Seating,"Chairs, Armchairs","Club Chairs, Arm Chairs, Accent Chairs"
Small G Plan Fresco Credenza #3,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_203bd1cc-3d98-4ddc-b1c6-8336d4b2fee2.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Large Arne Vodder Teak Credenza With Keeler Edge,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_fa095ab6-84a2-4ed5-859a-6a52e8d3ae3d.jpg,in_stock,Storage,Sideboards & Credenzas,
Illona Loveseat In Patinated Green Leather By Are Norell,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_1eff9766-55b3-4cad-ad01-131093c7a875.jpg,in_stock,Seating,Sofas,Loveseats
Narrow Rosewood Cupboard With Smoked Glass Doors,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_24ac9202-59ac-4284-85e6-fed812bc279d.jpg,out_of_stock,Storage,Storage & Display Cabinets,
Large Teak Tambour Credenza By Bernhard Pedersen + Søn,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_0818b467-a6ab-4b30-ab5d-d462f417fc44.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Kai Kristiansen Four Drawer Hallway Chest In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_d09c2b03-198a-4829-9d81-35e53e34682b.jpg,out_of_stock,Storage,Trunks & Chests,
Rolling Bar Cabinet In Rosewood By Cfc Silkeborg,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_3143bb70-567c-4325-a351-7b89fb5926bc.jpg,in_stock,Storage,Storage & Display Cabinets,
Floating Design Sofa By Eric Sigfrid Persson,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b34f0945-6fc3-4bdb-aa5a-e9c855642f57.jpg,out_of_stock,Seating,Sofas,Sofas
On Hold - Model 54 Jellybean Desk In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_70171c6c-c440-41b4-b5df-ff34c9fc64ff.jpg,out_of_stock,Tables & Desks,Desks,Desks
Sold - 1950'S Tall Teak Tambour Sideboard By Nyrup Møbelfabrik,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_e8dd9212-e6cc-44b2-b630-ac77a7094724.jpg,out_of_stock,Storage,Sideboards & Credenzas,
Kurt Østervig V-Legged Rosewood + Cane Coffee Table,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_ec67459e-5064-4e7b-acbf-82cb5b5a7792.jpg,in_stock,Tables & Desks,Tables,Coffee tables
Svend Skipper Four Seat Sofa In Black Leather + Pair Of Matching Armchairs,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_71150962-1286-4027-91bb-abb505a7256c.jpg,out_of_stock,Seating,"Sofas, Armchairs","Arm Chairs, Sofas, Club Chairs"
Danish Modern Armchair In Brazilian Rosewood,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_ae61ebf1-26c8-4001-87ed-41defa08700d.jpg,in_stock,Seating,Chairs,"Dining Chairs, Accent Chairs"
Danish Modern Curvy Wingback Chair In Teak + Yellow Wool,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b22821e1-fe56-406b-b300-5530b76de203.jpg,in_stock,Seating,"Chairs, Armchairs","Accent Chairs, Arm Chairs"
Pair Of Ole Wanscher Lounge Chairs In Mahogany,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_580830b1-d636-49b0-94d8-567ecd74d97b.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs"
Kurt Olsen Highback Lounge Chair In Teak,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_50e11bf0-c2b4-4b1e-a225-cd448e320dc8.jpg,in_stock,Seating,"Chairs, Armchairs","Arm Chairs, Accent Chairs"
Set Of Five Moduline Slipper Chairs In Teak By Ole Gjerløv Knudsen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_4c42363e-2a97-4162-b395-a6dd828ad5a0.jpg,in_stock,Seating,Chairs,Accent Chairs
Pair Of Danish Modern Lounge Chairs In Wool + Leather,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_531c6022-6923-493d-889e-daacaaf8151d.jpg,in_stock,Seating,"Chairs, Armchairs","Accent Chairs, Arm Chairs"
Swedish Modern Bar Cabinet / Bookcase With Detailed Inlays,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_23f31705-57a3-4709-ac98-8e8d9c7ad3e7.jpg,in_stock,Storage,Storage & Display Cabinets,
Three Seat Sofa In Quarter Sawn Oak By Svante Skough,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_18302c26-849b-44a1-8a8c-1ce3543161e3.jpg,in_stock,Seating,Sofas,Sofas
Svend Ellekær Three Seat Sofa,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_48d547e1-25c1-48ae-956b-a0972f36ae89.jpg,in_stock,Seating,Sofas,Sofas
Teak + Sisal Pendant Lamp By Temde,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_715eaab5-8457-48a7-b1a8-a18ea8bdb3a0.jpg,in_stock,Lighting,Ceiling & Wall Lamps,
On Hold - Ole Wanscher 1940S Danish Nutwood Vanity / Dresser,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_ade3abfa-9e1c-41e1-93a7-c2efe57e2860.jpg,out_of_stock,"Storage, Tables & Desks","Dressers & Chests of Drawers, Desks",Vanity Desks
Large Tambour Credenza / Room Divider In Teak By Peter Løvig Nielsen,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_b8d81fcb-ae4b-46c6-ac7d-c013fb999539.jpg,in_stock,Storage,Sideboards & Credenzas,
Large Danish Modern Credenza In Rosewood By Clausen + Søn,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_dfe642c4-d421-4e06-87e7-4e37d982bae6.jpg,in_stock,Storage,Sideboards & Credenzas,
English Modern Mid Century Credenza In Teak With Black Lacquer Accents,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_08cb9824-39af-4a55-9bc7-bb400f099f60.jpg,out_of_stock,Storage,Sideboards & Credenzas,
"Nils Jonsson ""Trento"" Credenza In Teak",https://ik.imagekit.io/kuj9zqlrx0or/no_bg_31e97846-810c-4a1a-8e8a-1cff7d46d67c.jpg,in_stock,Storage,Sideboards & Credenzas,
Grete Jalk Rosewood + Laminate Bar Cart,https://ik.imagekit.io/kuj9zqlrx0or/no_bg_d4762c4c-df63-4010-83af-b95a39c52327.jpg,in_stock,Storage,Bar Carts,
